id,tail,head
16787,9496,9497
16788,9496,15939
16789,9496,15934
16790,9497,13624
16791,9497,13625
16792,9498,12035
16793,9498,9499
16794,20867,9499
16795,20905,9499
16796,9499,10160
16797,9501,20885
16798,9501,9502
16799,9502,9503
16800,9502,26640
16801,9503,9504
16802,9505,12034
16803,9506,19696
16804,9507,9508
16805,9508,14385
16806,9509,9510
16807,9509,9511
16808,9510,18085
16809,26529,9510
16810,9510,9778
16811,9514,9515
16812,9516,11292
16813,9516,11291
16814,9516,24364
16815,9517,19232
16816,9517,9518
16817,9517,14228
16818,9518,9530
16819,9518,9519
16820,9519,14229
16821,9519,9520
16822,9520,9521
16823,9520,14229
16824,9521,14230
16825,9521,9522
16826,9522,23594
16827,9522,9523
16828,9523,9524
16829,9523,14231
16830,9523,9533
16831,9524,15793
16832,9524,9525
16833,9524,24408
16834,9525,9526
16835,9525,9534
16836,9526,24413
16837,9526,15794
16838,9527,9804
16839,9527,9528
16840,9527,15830
16841,9528,9529
16842,9528,9803
16843,9528,15795
16844,9529,24391
16845,9529,9802
16846,9530,9531
16847,9530,12085
16848,9531,9532
16849,9531,9532
16850,9532,24410
16851,9532,9533
16852,9533,9534
16853,9534,9535
16854,9535,9536
16855,9535,24390
16856,9536,24366
16857,9536,24487
16858,9537,10038
16859,9537,19851
16860,9548,9538
16861,9538,9960
16862,9542,9539
16863,9540,11306
16864,27195,9540
16865,9541,10375
16866,9541,9542
16867,9542,9541
16868,9551,9543
16869,9543,9552
16870,9543,9544
16871,9544,11307
16872,9544,9545
16873,27199,9545
16874,9545,27192
16875,11306,9545
16876,9545,11307
16877,9546,9547
16878,9546,9549
16879,27194,9546
16880,9549,9547
16881,9549,9548
16882,27200,9550
16883,9550,10668
16884,9550,9551
16885,27200,9551
16886,27192,9552
16887,9553,9554
16888,9553,19235
16889,9553,19205
16890,9554,10036
16891,9554,9555
16892,9555,9562
16893,9555,9563
16894,9555,9556
16895,9556,9557
16896,9556,15789
16897,9557,15789
16898,9557,15824
16899,9558,14228
16900,9558,15808
16901,9558,9559
16902,9559,15806
16903,9559,9560
16904,9560,15809
16905,9560,9561
16906,9561,9562
16907,9561,15800
16908,9562,15801
16909,9563,27777
16910,9563,15826
16911,9563,15825
16912,9565,9566
16913,9565,9573
16914,9565,9572
16915,9565,9830
16916,9566,9570
16917,9567,9568
16918,9568,9569
16919,9568,9837
16920,9569,9570
16921,9569,9831
16922,9570,9840
16923,9571,9813
16924,9571,9572
16925,9571,9816
16926,9571,9814
16927,9572,9829
16928,9574,9874
16929,9574,9875
16930,9574,9575
16931,9575,9576
16932,9576,9873
16933,9577,9584
16934,9577,9578
16935,9578,9585
16936,9578,9579
16937,9579,9586
16938,9579,9580
16939,9580,9581
16940,9580,9587
16941,9581,9582
16942,9581,22782
16943,9582,22782
16944,9582,22778
16945,9583,9584
16946,9584,9585
16947,9585,9586
16948,9586,9587
16949,9587,9588
16950,9588,22782
16951,9588,9677
16952,9589,21316
16953,9589,9660
16954,9590,20805
16955,9590,9591
16956,9591,9593
16957,9591,9594
16958,9592,9615
16959,9592,9593
16960,9592,9651
16961,9595,9601
16962,9595,26579
16963,9596,9597
16964,9597,27622
16965,9597,9599
16966,9598,9601
16967,9598,9599
16968,9598,9600
16969,9599,27623
16970,9599,27622
16971,9601,19335
16972,9602,9603
16973,9604,9657
16974,9604,27624
16975,19297,9605
16976,9605,19298
16977,9605,21076
16978,9605,9606
16979,21527,9606
16980,9606,10294
16981,9606,21402
16982,9607,19804
16983,9607,9608
16984,9607,21313
16985,9666,9607
16986,9608,22791
16987,9608,9609
16988,9609,9658
16989,9609,9644
16990,9609,9610
16991,9610,22787
16992,9610,22788
16993,9610,9611
16994,9611,9646
16995,9611,9612
16996,9612,9613
16997,9612,21856
16998,9613,21858
16999,9613,9614
17000,9614,21859
17001,9614,9615
17002,9615,9616
17003,9616,9617
17004,9616,9653
17005,9617,9648
17006,9617,22790
17007,9617,9618
17008,9618,9656
17009,9618,9619
17010,9619,9633
17011,9619,21529
17012,9619,9623
17013,9620,9621
17014,9621,9622
17015,9621,9643
17016,9622,9631
17017,9622,9623
17018,9622,9633
17019,9623,21530
17020,9624,27624
17021,9624,9625
17022,9625,9626
17023,9625,9629
17024,9626,9627
17025,9626,9635
17026,9626,19275
17027,9628,9629
17028,9629,9630
17029,9629,9631
17030,9631,9632
17031,9633,9643
17032,9634,9635
17033,9635,9636
17034,9635,19276
17035,9636,9637
17036,9636,22957
17037,19306,9637
17038,9637,19307
17039,9638,9639
17040,9638,22959
17041,9639,9640
17042,9639,22954
17043,9640,9641
17044,9640,22955
17045,19307,9641
17046,9641,19308
17047,9642,9643
17048,9643,21529
17049,9645,9646
17050,9646,21857
17051,9646,21856
17052,9647,9648
17053,9648,9649
17054,9651,9653
17055,9655,9656
17056,9656,9657
17057,9657,21532
17058,9658,9659
17059,9658,9660
17060,9660,19348
17061,9661,9662
17062,9662,9663
17063,9662,9664
17064,21313,9665
17065,9665,21294
17066,9665,9667
17067,9665,9666
17068,19348,9666
17069,9668,9669
17070,9669,9675
17071,9669,9672
17072,9670,9671
17073,9671,9672
17074,9672,9673
17075,9673,19718
17076,9674,9675
17077,9675,9677
17078,9676,9677
17079,9678,9679
17080,9679,9870
17081,9680,9681
17082,9680,9684
17083,9681,9686
17084,9682,9683
17085,9683,9684
17086,9683,9685
17087,9684,9686
17088,9685,9686
17089,9690,9693
17090,9690,9701
17091,22772,9691
17092,9691,21312
17093,9692,9693
17094,9697,9698
17095,9698,9699
17096,9698,9700
17097,9702,9703
17098,9702,11131
17099,9702,11130
17100,9704,17107
17101,9704,17106
17102,9705,10487
17103,9705,10488
17104,9705,9706
17105,9706,9987
17106,9986,9706
17107,9707,11663
17108,9707,11687
17109,9707,9708
17110,9708,11650
17111,9708,11649
17112,9708,9709
17113,9709,9710
17114,9709,12608
17115,9710,11676
17116,9710,9711
17117,9710,11651
17118,9711,9712
17119,9711,11652
17120,9711,11677
17121,9712,9713
17122,9712,11669
17123,9712,11675
17124,9713,12522
17125,9713,11674
17126,9713,11668
17127,9714,12598
17128,9714,12599
17129,9714,9715
17130,9715,12597
17131,9715,9716
17132,9716,9717
17133,9716,12592
17134,9717,9718
17135,9717,12591
17136,9718,9719
17137,9718,12590
17138,9719,9720
17139,9719,12576
17140,9720,9722
17141,9720,9721
17142,9722,18154
17143,9722,9727
17144,9722,11657
17145,9723,9724
17146,9724,11672
17147,9724,11673
17148,9724,9725
17149,9725,11666
17150,9725,9726
17151,9726,11665
17152,9726,9727
17153,9727,12603
17154,9728,9749
17155,9728,9750
17156,9728,9729
17157,9729,9730
17158,9729,9751
17159,9729,9752
17160,9730,9754
17161,9730,9731
17162,9730,9753
17163,9731,9732
17164,9731,9743
17165,9731,9744
17166,9732,12566
17167,9732,9733
17168,9733,9734
17169,9733,12561
17170,9733,12564
17171,9734,9735
17172,9734,12570
17173,9735,9763
17174,9735,9736
17175,9736,9771
17176,9736,12562
17177,9736,9737
17178,9737,9740
17179,9737,9741
17180,9738,9739
17181,9739,9740
17182,9739,9771
17183,9740,12568
17184,9741,12569
17185,9742,9743
17186,9743,12565
17187,9744,9754
17188,12566,9744
17189,9745,9746
17190,9745,9761
17191,9745,9760
17192,9746,12556
17193,9746,9747
17194,9747,9748
17195,9747,12555
17196,9748,12552
17197,9748,12554
17198,9750,12419
17199,9752,9750
17200,9754,9752
17201,9755,9756
17202,9756,9761
17203,9756,9757
17204,9757,9762
17205,9757,9758
17206,9758,12559
17207,9758,9759
17208,12420,9759
17209,9759,12421
17210,9761,12557
17211,9761,9762
17212,9762,12558
17213,9763,9764
17214,9763,12562
17215,9763,9767
17216,9764,9768
17217,12569,9764
17218,9765,12561
17219,9765,9766
17220,9765,9767
17221,9768,9766
17222,9766,12563
17223,9767,9768
17224,9769,12565
17225,9769,9770
17226,9769,20566
17227,9770,12567
17228,9770,9771
17229,9770,12571
17230,9774,9775
17231,10925,9775
17232,9776,9777
17233,9777,10925
17234,9778,9779
17235,9782,9783
17236,9783,9784
17237,9787,9788
17238,9787,27698
17239,9788,9789
17240,9788,27697
17241,9790,9791
17242,9792,18079
17243,9792,9794
17244,9792,9793
17245,9793,9793
17246,9794,9795
17247,9794,26528
17248,9800,24366
17249,9800,24367
17250,9800,9801
17251,9801,24487
17252,9801,9802
17253,9802,9803
17254,9802,24413
17255,9803,9804
17256,9803,15794
17257,9804,9805
17258,9804,24407
17259,9805,15833
17260,9805,15832
17261,9806,9807
17262,9806,9820
17263,9806,9834
17264,9807,9808
17265,9807,9826
17266,9807,9818
17267,9808,9809
17268,9808,9825
17269,9808,9817
17270,9809,9810
17271,9809,9816
17272,9809,9812
17273,9810,9812
17274,9810,9813
17275,9811,9812
17276,9812,9824
17277,9813,9815
17278,9813,9814
17279,9814,9822
17280,9815,9822
17281,9815,9816
17282,9816,9817
17283,9817,9835
17284,9817,9818
17285,9818,9819
17286,9818,9829
17287,9819,9820
17288,9819,9833
17289,9820,9821
17290,9820,9833
17291,9822,9823
17292,9825,9836
17293,9825,9826
17294,9826,9827
17295,9826,9828
17296,9829,9830
17297,9830,9831
17298,9831,9837
17299,9832,9833
17300,9837,9838
17301,9841,9842
17302,9842,9846
17303,9842,9843
17304,9843,9854
17305,9843,9844
17306,9844,9845
17307,9844,9848
17308,9844,9847
17309,9847,9856
17310,9848,9849
17311,9848,9855
17312,9850,9851
17313,9851,9853
17314,9851,9852
17315,9858,9859
17316,9859,9860
17317,9860,9861
17318,9862,9863
17319,9867,9868
17320,9877,9878
17321,9878,9881
17322,9880,9881
17323,9884,28260
17324,9885,9886
17325,9886,9887
17326,9887,9888
17327,9887,9892
17328,9888,9891
17329,9889,9895
17330,9889,9890
17331,9889,9894
17332,9890,9891
17333,9890,9893
17334,9891,9892
17335,9892,9893
17336,9893,9894
17337,9894,9901
17338,9894,14728
17339,9896,9897
17340,9897,9898
17341,9897,9899
17342,9898,9901
17343,9898,13374
17344,9900,9901
17345,9902,9903
17346,9903,14728
17347,9903,14729
17348,9904,9905
17349,9905,19241
17350,9906,9907
17351,9908,19289
17352,19435,9908
17353,9908,9914
17354,9909,9921
17355,9909,9910
17356,9909,18764
17357,9909,18760
17358,9910,9922
17359,9910,9911
17360,9911,9923
17361,9911,9912
17362,9912,18757
17363,9912,9913
17364,9913,9915
17365,9913,9914
17366,9914,26083
17367,9915,9916
17368,9915,26083
17369,9916,18780
17370,9916,9917
17371,9916,26084
17372,9917,9918
17373,9917,26077
17374,9918,26087
17375,9918,9919
17376,9919,26088
17377,9919,9920
17378,13810,9920
17379,9920,19435
17380,9921,9927
17381,9921,9922
17382,9922,9923
17383,9922,18755
17384,9923,9924
17385,9924,18756
17386,9924,9925
17387,9925,18403
17388,9925,18395
17389,9926,28021
17390,9926,18766
17391,9926,9927
17392,9927,28019
17393,9928,26528
17394,9930,9931
17395,9930,9932
17396,9933,15780
17397,9933,9934
17398,22148,9933
17399,9934,9935
17400,9934,22155
17401,9935,22155
17402,9935,22148
17403,9935,9936
17404,9936,9937
17405,9936,15782
17406,9937,19701
17407,13338,9937
17408,9938,9949
17409,9938,9939
17410,9938,15780
17411,9940,9941
17412,9940,15774
17413,9941,27176
17414,9941,22156
17415,9942,15841
17416,9942,15844
17417,9942,9943
17418,9943,15861
17419,9943,9944
17420,9944,9946
17421,9944,19851
17422,9945,9946
17423,9945,15814
17424,9945,15813
17425,9946,15850
17426,9946,15849
17427,9947,9948
17428,9947,22153
17429,9948,9949
17430,9948,22154
17431,9948,22156
17432,9949,27176
17433,9951,9952
17434,9952,9953
17435,11610,9952
17436,9953,11610
17437,9954,9961
17438,9954,9955
17439,26566,9954
17440,9961,9955
17441,9955,9962
17442,9956,27660
17443,10396,9956
17444,26554,9957
17445,9957,9958
17446,9957,11303
17447,11302,9957
17448,9958,27676
17449,9958,9959
17450,9959,27676
17451,9960,9961
17452,9960,11482
17453,26574,9960
17454,9961,26574
17455,9962,9965
17456,9962,9971
17457,9963,27702
17458,9965,9966
17459,9966,27696
17460,9966,9967
17461,9967,9968
17462,9967,27694
17463,9968,27137
17464,9968,9969
17465,9969,18825
17466,9970,27692
17467,9972,10162
17468,9972,9973
17469,9989,9972
17470,9973,9974
17471,9973,14683
17472,9974,9975
17473,9977,9975
17474,9975,10156
17475,10163,9976
17476,9976,9977
17477,9977,10162
17478,9978,9982
17479,19389,9978
17480,9978,9979
17481,9979,11486
17482,9979,9980
17483,9981,9982
17484,9982,9983
17485,9983,11124
17486,9983,9984
17487,9984,9985
17488,9984,27616
17489,9985,27621
17490,9986,14340
17491,9987,9988
17492,9987,13982
17493,9988,10491
17494,9988,9989
17495,9989,10491
17496,9991,10779
17497,9991,9992
17498,9992,9997
17499,9992,9993
17500,9993,9997
17501,9993,9994
17502,9994,10000
17503,9994,9995
17504,9995,9996
17505,9996,9997
17506,9998,9999
17507,9999,10000
17508,10000,10001
17509,10003,10004
17510,10004,10126
17511,10004,10005
17512,10005,10006
17513,10005,10128
17514,10006,10007
17515,10006,10131
17516,10007,10130
17517,10009,13455
17518,10010,13475
17519,10011,15575
17520,10011,10012
17521,10012,15597
17522,10012,10013
17523,10013,11060
17524,10013,10014
17525,10014,10015
17526,10014,13582
17527,10015,13581
17528,10015,10016
17529,10016,13580
17530,10016,10017
17531,10017,10018
17532,10017,13577
17533,10018,10019
17534,10018,13554
17535,10019,13607
17536,10020,13532
17537,10020,10021
17538,10021,13539
17539,10022,20015
17540,10022,10023
17541,10023,19994
17542,10023,10024
17543,10024,19977
17544,10025,17437
17545,10025,10026
17546,10026,10115
17547,10027,10028
17548,10027,12811
17549,10027,12810
17550,10028,10029
17551,10028,12814
17552,10029,13602
17553,10029,10030
17554,10029,12819
17555,10030,12819
17556,10030,12820
17557,10030,10031
17558,10031,10032
17559,10031,12824
17560,10031,12822
17561,10032,12822
17562,10032,10033
17563,10032,12821
17564,10033,12825
17565,10033,10034
17566,10033,12822
17567,10034,19798
17568,13601,10034
17569,10034,12778
17570,10035,10038
17571,10036,15861
17572,10036,15862
17573,10037,10038
17574,10037,15850
17575,10039,20413
17576,10039,10040
17577,10039,20411
17578,10040,20412
17579,10040,20414
17580,10040,10041
17581,10041,20182
17582,10042,20412
17583,10042,10044
17584,10042,10045
17585,10043,20413
17586,10043,10044
17587,10043,20412
17588,10044,19898
17589,10045,20330
17590,10046,10047
17591,10046,20442
17592,10047,10054
17593,10047,20185
17594,10047,10053
17595,10048,20442
17596,10048,10049
17597,10049,10053
17598,10049,10050
17599,10050,20184
17600,10050,10051
17601,10051,10052
17602,10051,20331
17603,10053,20184
17604,10053,20442
17605,20176,10055
17606,10055,10056
17607,20445,10056
17608,10056,20176
17609,10057,14127
17610,10057,20446
17611,10058,17009
17612,10058,19206
17613,10058,10059
17614,10059,19211
17615,10060,10067
17616,10060,10061
17617,10061,10062
17618,10062,10069
17619,10062,10063
17620,10063,10071
17621,10064,10065
17622,10065,10066
17623,10065,14581
17624,10066,14580
17625,10067,10068
17626,10068,22143
17627,10068,10069
17628,10069,10070
17629,10070,10071
17630,10070,22140
17631,10071,10072
17632,10072,22140
17633,10073,13732
17634,10073,13733
17635,10073,10074
17636,10074,13738
17637,10074,13739
17638,10075,10076
17639,10077,27495
17640,10078,10079
17641,10078,24190
17642,10079,24190
17643,10079,10080
17644,10080,13743
17645,10080,10081
17646,10081,10082
17647,10081,24177
17648,10082,13743
17649,10082,10864
17650,10082,24178
17651,10083,10084
17652,10083,10086
17653,10083,10085
17654,10084,13932
17655,10086,17923
17656,19766,10087
17657,10087,10088
17658,10088,10089
17659,10088,19766
17660,10089,10090
17661,10089,21991
17662,10089,14014
17663,10090,22016
17664,10091,23936
17665,10091,10092
17666,10092,10093
17667,10093,23930
17668,10093,10094
17669,10094,10095
17670,10094,23729
17671,10095,10477
17672,10095,10096
17673,10096,23703
17674,10096,10097
17675,10097,15668
17676,10097,10098
17677,10098,10099
17678,10098,15675
17679,10099,10100
17680,10099,15661
17681,10099,15659
17682,10100,10101
17683,10100,23796
17684,10101,23793
17685,10101,10102
17686,10102,23704
17687,10102,10103
17688,10103,15683
17689,10104,10105
17690,10105,10106
17691,10105,19973
17692,10106,13548
17693,10107,19989
17694,10107,10108
17695,10108,19988
17696,10108,10109
17697,10109,19972
17698,10110,20011
17699,10110,10111
17700,10111,10112
17701,10111,20013
17702,10112,20013
17703,10112,10113
17704,10113,10114
17705,10113,20038
17706,10114,19974
17707,10114,10115
17708,10115,13598
17709,10116,11111
17710,10116,10117
17711,10116,11831
17712,10117,10118
17713,10117,11109
17714,10117,11844
17715,10118,11988
17716,10118,10119
17717,10119,12028
17718,10119,11936
17719,10119,10120
17720,10120,10121
17721,10120,11931
17722,10121,11934
17723,10122,10127
17724,10122,10123
17725,10123,10127
17726,10123,10124
17727,10124,10126
17728,10124,10125
17729,10125,10128
17730,10125,10128
17731,10126,10127
17732,10129,10132
17733,10129,10130
17734,10130,10131
17735,14752,10133
17736,10133,19390
17737,10133,10134
17738,10134,14753
17739,10134,10135
17740,10134,14758
17741,10135,14754
17742,10135,14756
17743,10135,10136
17744,10136,14755
17745,10136,10137
17746,10137,14762
17747,10137,14760
17748,10137,14761
17749,10138,10495
17750,10138,10955
17751,10139,11186
17752,22872,10140
17753,10140,14651
17754,10140,10141
17755,10674,10141
17756,10141,21000
17757,10142,19332
17758,10143,19647
17759,10143,11147
17760,10143,10144
17761,10144,10145
17762,10145,20962
17763,10145,10146
17764,10146,23533
17765,10146,10147
17766,10147,10148
17767,10147,23532
17768,10149,14339
17769,10150,10151
17770,10151,10152
17771,10151,11951
17772,10152,10153
17773,10152,14339
17774,10152,11951
17775,20929,10153
17776,10153,10154
17777,10153,20903
17778,20929,10154
17779,20903,10155
17780,10156,22684
17781,10162,10157
17782,10158,27668
17783,10159,20869
17784,10160,20898
17785,10160,10161
17786,10161,20867
17787,10164,10165
17788,10165,14411
17789,10165,10166
17790,10166,14450
17791,10167,14387
17792,10168,22244
17793,10168,22245
17794,10169,18035
17795,10171,10891
17796,10171,10889
17797,10172,23907
17798,10172,23910
17799,10172,10173
17800,10173,23893
17801,10173,23902
17802,10174,10175
17803,10174,10176
17804,10174,10177
17805,10176,18920
17806,10176,10872
17807,10177,18918
17808,10177,18916
17809,10178,10179
17810,10178,18919
17811,10178,18921
17812,10179,10180
17813,10179,18917
17814,19469,10182
17815,10182,10232
17816,10182,10183
17817,10183,10184
17818,10183,26039
17819,10184,10234
17820,10184,10185
17821,10185,10248
17822,10185,10239
17823,10185,10245
17824,10186,10187
17825,19461,10186
17826,10186,19462
17827,10187,10188
17828,10187,14306
17829,10187,14305
17830,10188,10189
17831,10188,14293
17832,10189,14296
17833,10189,10190
17834,10189,14303
17835,10190,14290
17836,10190,10191
17837,10190,14291
17838,10191,14290
17839,10191,10248
17840,10192,27937
17841,10192,10193
17842,10192,22753
17843,10193,22755
17844,10193,22756
17845,10193,10194
17846,10194,10195
17847,10194,22752
17848,10194,22753
17849,10195,10301
17850,10195,10196
17851,10196,10197
17852,10196,25598
17853,10197,10198
17854,10197,22683
17855,10197,10199
17856,10198,10199
17857,10198,25568
17858,10199,10200
17859,22291,10200
17860,10200,22236
17861,10201,10317
17862,10201,12179
17863,10201,10202
17864,10202,25710
17865,10202,10203
17866,10203,10204
17867,10203,25655
17868,10204,10205
17869,10204,25659
17870,10205,10206
17871,10205,25709
17872,10206,10207
17873,10206,25646
17874,10207,10208
17875,10207,25707
17876,10208,25664
17877,10208,10209
17878,10209,10210
17879,10209,10325
17880,10210,25653
17881,10210,10211
17882,10211,10212
17883,10211,25675
17884,10212,10213
17885,10212,25698
17886,10213,10214
17887,10213,25673
17888,10214,25697
17889,10214,10215
17890,10214,25674
17891,10215,25665
17892,10215,10216
17893,10216,25689
17894,10216,10217
17895,10217,25712
17896,10217,10218
17897,10218,10219
17898,10218,25693
17899,10219,10220
17900,10219,25741
17901,10220,25728
17902,10220,10221
17903,10221,10231
17904,10221,18021
17905,10222,10223
17906,10222,12168
17907,10222,10247
17908,10223,10226
17909,10223,18023
17910,10224,10235
17911,10224,10236
17912,10224,10225
17913,10225,10238
17914,10225,27656
17915,10226,18022
17916,10226,10227
17917,10232,10228
17918,10228,19470
17919,10228,10229
17920,10229,17891
17921,10229,10230
17922,10230,10231
17923,10230,17892
17924,10231,18022
17925,10232,10233
17926,10233,10234
17927,10233,19587
17928,10234,10235
17929,10235,10238
17930,10236,19587
17931,10236,17891
17932,10237,10238
17933,10238,10239
17934,10239,10247
17935,10240,10241
17936,10240,19592
17937,10241,19592
17938,10241,10242
17939,10242,10243
17940,10242,10244
17941,10243,12126
17942,10243,10244
17943,10245,10246
17944,10245,12127
17945,10246,10247
17946,10246,12126
17947,10248,10249
17948,10249,10250
17949,10249,19518
17950,10250,19527
17951,10250,10251
17952,10251,19514
17953,10251,10252
17954,10252,10253
17955,10252,19527
17956,10253,10254
17957,10253,19514
17958,10254,10255
17959,10254,19527
17960,10255,10256
17961,10255,19513
17962,10256,19513
17963,10257,27126
17964,10258,21787
17965,10258,10259
17966,19456,10258
17967,10259,19457
17968,10259,22260
17969,10260,14246
17970,10260,19434
17971,10261,14248
17972,10261,10262
17973,10261,14247
17974,10262,10263
17975,10262,14247
17976,10263,14248
17977,10263,10264
17978,10264,14269
17979,10264,10265
17980,10265,10266
17981,10265,14268
17982,10266,14266
17983,10266,10267
17984,10266,14267
17985,10267,14242
17986,20941,10268
17987,10268,21289
17988,10268,10269
17989,21274,10269
17990,10269,20940
17991,10269,10270
17992,10270,10271
17993,10270,21200
17994,10270,28072
17995,10271,10272
17996,10271,21199
17997,10272,10273
17998,10272,21486
17999,10273,21520
18000,10273,10274
18001,10273,21157
18002,10274,10275
18003,10274,21183
18004,10275,21182
18005,10275,10276
18006,10276,21181
18007,10276,10277
18008,10277,10278
18009,10277,21184
18010,10278,10279
18011,10278,21452
18012,10279,10280
18013,10279,21453
18014,10280,21432
18015,10280,10281
18016,10281,21112
18017,10281,10282
18018,10282,21133
18019,10282,10283
18020,10283,10284
18021,10283,21127
18022,10284,21110
18023,10284,21111
18024,10285,21124
18025,10285,21126
18026,10285,10286
18027,10285,21122
18028,10286,21326
18029,10286,21081
18030,10286,21056
18031,10287,21633
18032,10287,21630
18033,10287,22833
18034,10287,10288
18035,10288,10289
18036,10288,21653
18037,10289,21654
18038,10289,10290
18039,10290,27471
18040,10290,10291
18041,10291,27472
18042,10291,10292
18043,10292,10293
18044,10292,27470
18045,19296,10293
18046,10293,10294
18047,10293,19297
18048,10294,21865
18049,10295,27937
18050,10295,10296
18051,10295,21350
18052,10296,10297
18053,10296,22750
18054,10297,10298
18055,10297,27929
18056,10298,10299
18057,10298,27928
18058,10299,10300
18059,10299,10300
18060,10300,10301
18061,10301,10302
18062,10301,22759
18063,10302,22757
18064,10302,22758
18065,10302,10303
18066,10303,25563
18067,10303,10304
18068,10304,10305
18069,10304,25591
18070,10305,10306
18071,10305,25562
18072,10306,10307
18073,10306,25595
18074,10307,25580
18075,10307,10308
18076,10308,10309
18077,10308,25564
18078,10309,22679
18079,10309,10310
18080,10310,10311
18081,10310,25596
18082,10311,10312
18083,10311,25580
18084,10312,19265
18085,10312,10313
18086,10313,10314
18087,10313,22740
18088,21352,10314
18089,10314,19268
18090,10315,10316
18091,10315,22523
18092,10315,22524
18093,21644,10316
18094,10316,22362
18095,10317,10318
18096,10317,12178
18097,10318,12126
18098,10319,12174
18099,10319,10320
18100,10319,12173
18101,10320,10321
18102,10320,25692
18103,10321,25635
18104,10321,10322
18105,10322,10323
18106,10322,25679
18107,10322,25640
18108,10323,25667
18109,10323,10324
18110,10324,25687
18111,10324,10325
18112,10325,25679
18113,10326,10327
18114,10326,10341
18115,10326,12152
18116,10327,10328
18117,10327,19528
18118,10328,10329
18119,10328,19535
18120,10329,10330
18121,10329,19568
18122,10330,19558
18123,10330,10331
18124,10331,10332
18125,10331,25395
18126,10332,19570
18127,10332,10333
18128,10333,25393
18129,10333,10334
18130,10334,10335
18131,10334,12148
18132,10335,19599
18133,10335,10336
18134,10335,19586
18135,10336,10337
18136,10336,19613
18137,10337,19604
18138,10337,10338
18139,10337,19591
18140,10338,19515
18141,10338,10339
18142,10339,10340
18143,10339,10531
18144,10340,12189
18145,10340,10532
18146,10341,12151
18147,10341,10342
18148,10342,19510
18149,10342,19610
18150,10342,10343
18151,10343,10344
18152,10343,19508
18153,10344,19516
18154,10344,10345
18155,10345,19526
18156,10345,10346
18157,10346,19506
18158,10346,10347
18159,10347,22361
18160,10347,12181
18161,10348,10349
18162,10348,25362
18163,10349,10350
18164,10349,25284
18165,10350,25360
18166,10350,10351
18167,10351,25372
18168,10351,10352
18169,10352,25370
18170,10352,10353
18171,10353,10354
18172,10353,28289
18173,10354,10355
18174,10356,10357
18175,10356,25384
18176,10357,10358
18177,10357,24713
18178,10358,10359
18179,10358,11773
18180,10360,22803
18181,10361,20653
18182,10363,10364
18183,27706,10363
18184,10363,10746
18185,10364,10365
18186,27706,10364
18187,10365,27678
18188,10365,10366
18189,10366,27678
18190,26604,10366
18191,10366,10367
18192,10367,10368
18193,10367,26604
18194,10368,10369
18195,10378,10369
18196,10369,10370
18197,10370,10382
18198,10371,19317
18199,27706,10371
18200,10371,19316
18201,10372,10373
18202,10375,10372
18203,10373,10374
18204,10376,10373
18205,10374,10375
18206,10377,10383
18207,10377,10378
18208,10378,10383
18209,10382,10378
18210,20870,10379
18211,10380,10381
18212,27672,10380
18213,10381,27672
18214,10381,27674
18215,10383,27679
18216,20869,10384
18217,10384,10385
18218,10385,26652
18219,10386,10387
18220,10386,20870
18221,26567,10388
18222,10388,26568
18223,10390,10391
18224,19201,10390
18225,10391,10392
18226,10392,10393
18227,10392,11088
18228,10392,27157
18229,10393,27157
18230,10394,11086
18231,10394,10395
18232,10396,10397
18233,15746,10396
18234,10398,10399
18235,10406,10398
18236,10399,10400
18237,10399,10400
18238,10400,10401
18239,10403,11311
18240,10403,10404
18241,10404,11311
18242,10404,11313
18243,14326,10406
18244,10408,10409
18245,19629,10408
18246,21972,10409
18247,10409,22099
18248,10410,19929
18249,10410,10416
18250,10410,10411
18251,10411,20669
18252,10411,10415
18253,10412,20667
18254,10412,10413
18255,10413,20668
18256,10413,10414
18257,10414,10417
18258,10414,10415
18259,10415,10416
18260,10416,10417
18261,10417,19930
18262,10418,10419
18263,10419,13630
18264,10419,13631
18265,10420,19106
18266,10420,10421
18267,10421,19107
18268,10421,22081
18269,10422,10423
18270,10423,10424
18271,10423,10426
18272,10424,13746
18273,10426,13746
18274,10426,10427
18275,10427,10428
18276,10427,13876
18277,10428,13694
18278,13678,10429
18279,10429,13673
18280,10430,10431
18281,10430,11608
18282,10431,11608
18283,10431,10432
18284,10432,10433
18285,10432,22873
18286,10434,10433
18287,10433,10435
18288,10434,10442
18289,22870,10434
18290,10435,23442
18291,10436,10437
18292,22863,10436
18293,10436,10442
18294,10437,20680
18295,10437,10438
18296,10438,13329
18297,10438,10439
18298,10439,13329
18299,10439,10440
18300,10440,10441
18301,10440,22864
18302,10441,22863
18303,10442,10441
18304,10443,10455
18305,10443,13966
18306,10458,10443
18307,10444,14583
18308,10456,10444
18309,10444,10457
18310,10445,10450
18311,10445,10446
18312,10446,10447
18313,10446,10449
18314,10447,24248
18315,10447,10448
18316,10448,10449
18317,10448,10451
18318,10449,10450
18319,10450,13958
18320,10451,24165
18321,10451,10452
18322,10452,24328
18323,10452,24248
18324,10453,13958
18325,10453,10456
18326,10455,10453
18327,10454,10458
18328,10454,10460
18329,10457,10454
18330,10459,10455
18331,13977,10456
18332,14583,10457
18333,10460,10458
18334,10459,24186
18335,10460,23547
18336,10461,10462
18337,10461,19885
18338,10462,23792
18339,10462,10463
18340,10463,23722
